vocab_id,label,source_system,source_id,lang,label_type
ESCO:http://data.europa.eu/esco/skill/20c451f2-8e8a-4d47-95ec-830a086dbef1:pref_en,dye fabrics,ESCO,http://data.europa.eu/esco/skill/20c451f2-8e8a-4d47-95ec-830a086dbef1,en,preferred
ESCO:http://data.europa.eu/esco/skill/20c6a2ec-ef98-4f95-8a16-c8006d9242ba:pref_en,set up sound equipment,ESCO,http://data.europa.eu/esco/skill/20c6a2ec-ef98-4f95-8a16-c8006d9242ba,en,preferred
ESCO:http://data.europa.eu/esco/skill/20c920d4-7ff7-4676-ba61-3f04490d9416:pref_en,keep up with the latest information systems solutions,ESCO,http://data.europa.eu/esco/skill/20c920d4-7ff7-4676-ba61-3f04490d9416,en,preferred
ESCO:http://data.europa.eu/esco/skill/20cafa47-c3e5-4ab6-83dc-f948183a38fc:pref_en,fishing industry,ESCO,http://data.europa.eu/esco/skill/20cafa47-c3e5-4ab6-83dc-f948183a38fc,en,preferred
ESCO:http://data.europa.eu/esco/skill/20d49797-3104-4198-b224-688f6ddfae8b:pref_en,process returned timber products,ESCO,http://data.europa.eu/esco/skill/20d49797-3104-4198-b224-688f6ddfae8b,en,preferred
ESCO:http://data.europa.eu/esco/skill/20d51474-58e1-4fb3-aec3-57bdc187c5ce:pref_en,write Turkish,ESCO,http://data.europa.eu/esco/skill/20d51474-58e1-4fb3-aec3-57bdc187c5ce,en,preferred
ESCO:http://data.europa.eu/esco/skill/20d59c4d-2cb0-4b5d-bbd1-85267f10975c:pref_en,control grape quality,ESCO,http://data.europa.eu/esco/skill/20d59c4d-2cb0-4b5d-bbd1-85267f10975c,en,preferred
ESCO:http://data.europa.eu/esco/skill/20d935f9-1c69-408b-b1d2-f90482a3957d:pref_en,communicate expectations of fight actions,ESCO,http://data.europa.eu/esco/skill/20d935f9-1c69-408b-b1d2-f90482a3957d,en,preferred
ESCO:http://data.europa.eu/esco/skill/20e16be3-80b0-46bd-8b5e-ad9aa1ddf608:pref_en,water pressure,ESCO,http://data.europa.eu/esco/skill/20e16be3-80b0-46bd-8b5e-ad9aa1ddf608,en,preferred
ESCO:http://data.europa.eu/esco/skill/20e7c937-a5e5-4a27-bb87-ddda5826f777:pref_en,liaise with cultural partners,ESCO,http://data.europa.eu/esco/skill/20e7c937-a5e5-4a27-bb87-ddda5826f777,en,preferred
ESCO:http://data.europa.eu/esco/skill/20eb4c72-2a50-4a68-acb0-7e0d4559c097:pref_en,set up consumer electronics,ESCO,http://data.europa.eu/esco/skill/20eb4c72-2a50-4a68-acb0-7e0d4559c097,en,preferred
ESCO:http://data.europa.eu/esco/skill/20f013ea-748a-40c3-82c6-f839b5175ba5:pref_en,determine lather goods warehouse layout,ESCO,http://data.europa.eu/esco/skill/20f013ea-748a-40c3-82c6-f839b5175ba5,en,preferred
ESCO:http://data.europa.eu/esco/skill/20f56226-24ed-495f-8bf5-0b2aa6413ba1:pref_en,plaster surfaces,ESCO,http://data.europa.eu/esco/skill/20f56226-24ed-495f-8bf5-0b2aa6413ba1,en,preferred
ESCO:http://data.europa.eu/esco/skill/20f57a7f-b90e-4403-8c77-5ddd89b5835b:pref_en,prepare lesson content,ESCO,http://data.europa.eu/esco/skill/20f57a7f-b90e-4403-8c77-5ddd89b5835b,en,preferred
ESCO:http://data.europa.eu/esco/skill/21001631-9b3b-43d8-8a43-3bd54af4a310:pref_en,types of foil printing machines,ESCO,http://data.europa.eu/esco/skill/21001631-9b3b-43d8-8a43-3bd54af4a310,en,preferred
ESCO:http://data.europa.eu/esco/skill/21039101-4706-4fe0-a423-e63077cf36d9:pref_en,maintain court order,ESCO,http://data.europa.eu/esco/skill/21039101-4706-4fe0-a423-e63077cf36d9,en,preferred
ESCO:http://data.europa.eu/esco/skill/21056f6a-8a85-4eb0-b709-468578b809e0:pref_en,assess the feasibility of implementing developments,ESCO,http://data.europa.eu/esco/skill/21056f6a-8a85-4eb0-b709-468578b809e0,en,preferred
ESCO:http://data.europa.eu/esco/skill/21060b7c-9a12-4fb9-a086-3757e7941c95:pref_en,types of table saws,ESCO,http://data.europa.eu/esco/skill/21060b7c-9a12-4fb9-a086-3757e7941c95,en,preferred
ESCO:http://data.europa.eu/esco/skill/210827e3-3129-45a2-8683-70399f3f561f:pref_en,order supplies,ESCO,http://data.europa.eu/esco/skill/210827e3-3129-45a2-8683-70399f3f561f,en,preferred
ESCO:http://data.europa.eu/esco/skill/2111dff8-f830-46ad-80ce-7885893b3134:pref_en,coordinate events,ESCO,http://data.europa.eu/esco/skill/2111dff8-f830-46ad-80ce-7885893b3134,en,preferred
ESCO:http://data.europa.eu/esco/skill/211e4a02-69a6-494e-b94a-93741e2a3a0b:pref_en,disassemble mobile devices,ESCO,http://data.europa.eu/esco/skill/211e4a02-69a6-494e-b94a-93741e2a3a0b,en,preferred
ESCO:http://data.europa.eu/esco/skill/212dfa1d-c3fb-446c-945a-c0827fcbdadb:pref_en,inspect raw food materials,ESCO,http://data.europa.eu/esco/skill/212dfa1d-c3fb-446c-945a-c0827fcbdadb,en,preferred
ESCO:http://data.europa.eu/esco/skill/212ec074-7b68-45f6-9fda-d6a5e24f9b33:pref_en,adjust clay burning level,ESCO,http://data.europa.eu/esco/skill/212ec074-7b68-45f6-9fda-d6a5e24f9b33,en,preferred
ESCO:http://data.europa.eu/esco/skill/212ff284-458e-4837-be1e-66ae0ec2951f:pref_en,advise on dating,ESCO,http://data.europa.eu/esco/skill/212ff284-458e-4837-be1e-66ae0ec2951f,en,preferred
ESCO:http://data.europa.eu/esco/skill/21331900-9d2a-4806-9a0c-a1885e16dc3d:pref_en,perform forest analysis,ESCO,http://data.europa.eu/esco/skill/21331900-9d2a-4806-9a0c-a1885e16dc3d,en,preferred
ESCO:http://data.europa.eu/esco/skill/2136f9d2-ebb5-4c1f-aa2d-cee24417c5c7:pref_en,promote equal pay,ESCO,http://data.europa.eu/esco/skill/2136f9d2-ebb5-4c1f-aa2d-cee24417c5c7,en,preferred
ESCO:http://data.europa.eu/esco/skill/213873ff-2b1e-47ce-bd00-84fe82864449:pref_en,slice fish,ESCO,http://data.europa.eu/esco/skill/213873ff-2b1e-47ce-bd00-84fe82864449,en,preferred
ESCO:http://data.europa.eu/esco/skill/213bd7d8-2941-488f-afb7-21e2a7744c17:pref_en,select soap shaping plate,ESCO,http://data.europa.eu/esco/skill/213bd7d8-2941-488f-afb7-21e2a7744c17,en,preferred
ESCO:http://data.europa.eu/esco/skill/213e0179-ff3c-4d91-a2f6-ce98025c98c0:pref_en,lay terrazzo divider strips,ESCO,http://data.europa.eu/esco/skill/213e0179-ff3c-4d91-a2f6-ce98025c98c0,en,preferred
ESCO:http://data.europa.eu/esco/skill/213e73d8-5d8b-4728-aec4-93f67459e9da:pref_en,forecast catering services,ESCO,http://data.europa.eu/esco/skill/213e73d8-5d8b-4728-aec4-93f67459e9da,en,preferred
ESCO:http://data.europa.eu/esco/skill/214c892e-e236-4e5f-9824-47316528cb42:pref_en,manage habitats to benefit game,ESCO,http://data.europa.eu/esco/skill/214c892e-e236-4e5f-9824-47316528cb42,en,preferred
ESCO:http://data.europa.eu/esco/skill/214da014-b85e-4bb5-961d-1198a05e6b67:pref_en,understand written Macedonian,ESCO,http://data.europa.eu/esco/skill/214da014-b85e-4bb5-961d-1198a05e6b67,en,preferred
ESCO:http://data.europa.eu/esco/skill/214f5792-a3a2-4995-a6cf-0fa3a96fc23d:pref_en,design flying movements,ESCO,http://data.europa.eu/esco/skill/214f5792-a3a2-4995-a6cf-0fa3a96fc23d,en,preferred
ESCO:http://data.europa.eu/esco/skill/215762df-b2b4-40fa-a5e6-3004001cb315:pref_en,position vehicles for maintenance and repair,ESCO,http://data.europa.eu/esco/skill/215762df-b2b4-40fa-a5e6-3004001cb315,en,preferred
ESCO:http://data.europa.eu/esco/skill/215d64d0-a698-4508-b1b4-3d8a56b3ce9e:pref_en,develop forestry strategies,ESCO,http://data.europa.eu/esco/skill/215d64d0-a698-4508-b1b4-3d8a56b3ce9e,en,preferred
ESCO:http://data.europa.eu/esco/skill/2164e860-7f20-48bc-b98c-5d9f8a561550:pref_en,design computer network,ESCO,http://data.europa.eu/esco/skill/2164e860-7f20-48bc-b98c-5d9f8a561550,en,preferred
ESCO:http://data.europa.eu/esco/skill/2167bb42-8f4c-452b-a091-50cf64e46b99:pref_en,inspect aircraft documentation,ESCO,http://data.europa.eu/esco/skill/2167bb42-8f4c-452b-a091-50cf64e46b99,en,preferred
ESCO:http://data.europa.eu/esco/skill/216e05df-4093-4fd9-b29a-52c8f7102adc:pref_en,check paint consistency,ESCO,http://data.europa.eu/esco/skill/216e05df-4093-4fd9-b29a-52c8f7102adc,en,preferred
ESCO:http://data.europa.eu/esco/skill/216e5ea6-c683-4945-9f96-03483dc56d9f:pref_en,repair lockable devices,ESCO,http://data.europa.eu/esco/skill/216e5ea6-c683-4945-9f96-03483dc56d9f,en,preferred
ESCO:http://data.europa.eu/esco/skill/21743bbb-e44a-4ad5-bfbe-293405285375:pref_en,operate rail-flaw-detection machine,ESCO,http://data.europa.eu/esco/skill/21743bbb-e44a-4ad5-bfbe-293405285375,en,preferred
ESCO:http://data.europa.eu/esco/skill/2174c1b0-e13c-4850-8e4d-2bc6183018bf:pref_en,cryptocurrency,ESCO,http://data.europa.eu/esco/skill/2174c1b0-e13c-4850-8e4d-2bc6183018bf,en,preferred
ESCO:http://data.europa.eu/esco/skill/2176826a-0329-4a46-8b6d-d4f73bdee4db:pref_en,produce prepress proof,ESCO,http://data.europa.eu/esco/skill/2176826a-0329-4a46-8b6d-d4f73bdee4db,en,preferred
ESCO:http://data.europa.eu/esco/skill/2179e0fd-7431-41a3-bbf4-76451c615ce2:pref_en,inspect electrical supplies,ESCO,http://data.europa.eu/esco/skill/2179e0fd-7431-41a3-bbf4-76451c615ce2,en,preferred
ESCO:http://data.europa.eu/esco/skill/2180bd8c-86de-4889-8165-adac902eee9d:pref_en,embedded systems,ESCO,http://data.europa.eu/esco/skill/2180bd8c-86de-4889-8165-adac902eee9d,en,preferred
ESCO:http://data.europa.eu/esco/skill/2181d77e-d515-49fa-b638-0be505c18149:pref_en,adjust eyeglasses,ESCO,http://data.europa.eu/esco/skill/2181d77e-d515-49fa-b638-0be505c18149,en,preferred
ESCO:http://data.europa.eu/esco/skill/218cc765-9451-4538-bab5-871603217c57:pref_en,propose projects to artist,ESCO,http://data.europa.eu/esco/skill/218cc765-9451-4538-bab5-871603217c57,en,preferred
ESCO:http://data.europa.eu/esco/skill/21934d08-3535-4dc2-ae67-fde9fd21dc60:pref_en,determine internal air quality parameters,ESCO,http://data.europa.eu/esco/skill/21934d08-3535-4dc2-ae67-fde9fd21dc60,en,preferred
ESCO:http://data.europa.eu/esco/skill/21946b7e-7d3e-4ac8-b0c5-4734764f65a8:pref_en,feed glass fibre into pultrusion machine,ESCO,http://data.europa.eu/esco/skill/21946b7e-7d3e-4ac8-b0c5-4734764f65a8,en,preferred
ESCO:http://data.europa.eu/esco/skill/219dd03d-4168-416a-be40-f4becca55130:pref_en,Engrade,ESCO,http://data.europa.eu/esco/skill/219dd03d-4168-416a-be40-f4becca55130,en,preferred
ESCO:http://data.europa.eu/esco/skill/219eab1a-b297-4468-a6ae-92bebabf38cc:pref_en,test the rail-flaw-detection machine,ESCO,http://data.europa.eu/esco/skill/219eab1a-b297-4468-a6ae-92bebabf38cc,en,preferred
ESCO:http://data.europa.eu/esco/skill/21a3967a-dca2-4efa-9e5f-943f15527a47:pref_en,international tariffs,ESCO,http://data.europa.eu/esco/skill/21a3967a-dca2-4efa-9e5f-943f15527a47,en,preferred
ESCO:http://data.europa.eu/esco/skill/21a40266-69b6-48be-b882-38b2f55fd703:pref_en,cosmetic pedicure,ESCO,http://data.europa.eu/esco/skill/21a40266-69b6-48be-b882-38b2f55fd703,en,preferred
ESCO:http://data.europa.eu/esco/skill/21b298f3-370d-4d9a-8601-ccfa7446446e:pref_en,assist people in contaminated areas,ESCO,http://data.europa.eu/esco/skill/21b298f3-370d-4d9a-8601-ccfa7446446e,en,preferred
ESCO:http://data.europa.eu/esco/skill/21b61d11-bfb9-4322-9b5e-31acf5ff0891:pref_en,sell train tickets,ESCO,http://data.europa.eu/esco/skill/21b61d11-bfb9-4322-9b5e-31acf5ff0891,en,preferred
ESCO:http://data.europa.eu/esco/skill/21bb2766-92b0-4f52-8747-a92fdbdeac9a:pref_en,use weft preparation technologies,ESCO,http://data.europa.eu/esco/skill/21bb2766-92b0-4f52-8747-a92fdbdeac9a,en,preferred
ESCO:http://data.europa.eu/esco/skill/21bcdc7c-6153-414a-b478-eeca2db2fea6:pref_en,report harvested fish production,ESCO,http://data.europa.eu/esco/skill/21bcdc7c-6153-414a-b478-eeca2db2fea6,en,preferred
ESCO:http://data.europa.eu/esco/skill/21c27eba-bd1f-42f5-a1d5-c250227030f7:pref_en,electricity consumption,ESCO,http://data.europa.eu/esco/skill/21c27eba-bd1f-42f5-a1d5-c250227030f7,en,preferred
ESCO:http://data.europa.eu/esco/skill/21c35dda-555a-4db7-8984-c01dcd8ad865:pref_en,adapt to emergency care environment,ESCO,http://data.europa.eu/esco/skill/21c35dda-555a-4db7-8984-c01dcd8ad865,en,preferred
ESCO:http://data.europa.eu/esco/skill/21c5790c-0930-4d74-b3b0-84caf5af12ea:pref_en,manage budgets,ESCO,http://data.europa.eu/esco/skill/21c5790c-0930-4d74-b3b0-84caf5af12ea,en,preferred
ESCO:http://data.europa.eu/esco/skill/21d11c4b-3871-411b-a3c1-b06d31d929f2:pref_en,arrange permit for market stall,ESCO,http://data.europa.eu/esco/skill/21d11c4b-3871-411b-a3c1-b06d31d929f2,en,preferred
ESCO:http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97:pref_en,computer programming,ESCO,http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97,en,preferred
ESCO:http://data.europa.eu/esco/skill/21d5f9c6-c35d-4c70-bbc5-f32cbd7b2500:pref_en,ensure refrigeration of food in the supply chain,ESCO,http://data.europa.eu/esco/skill/21d5f9c6-c35d-4c70-bbc5-f32cbd7b2500,en,preferred
ESCO:http://data.europa.eu/esco/skill/21d61f14-8fe3-4066-aed7-a0c4e0620d8e:pref_en,reflexology,ESCO,http://data.europa.eu/esco/skill/21d61f14-8fe3-4066-aed7-a0c4e0620d8e,en,preferred
ESCO:http://data.europa.eu/esco/skill/21dc3539-3aeb-474a-856d-4b0abe28da03:pref_en,coordinate the sale of game,ESCO,http://data.europa.eu/esco/skill/21dc3539-3aeb-474a-856d-4b0abe28da03,en,preferred
ESCO:http://data.europa.eu/esco/skill/21dd2c29-5e33-4d7c-a58a-246731f74400:pref_en,adjust feeder tubes,ESCO,http://data.europa.eu/esco/skill/21dd2c29-5e33-4d7c-a58a-246731f74400,en,preferred
ESCO:http://data.europa.eu/esco/skill/21dd999b-c5cc-4cec-8a9f-33f07079c12e:pref_en,broadcast equipment,ESCO,http://data.europa.eu/esco/skill/21dd999b-c5cc-4cec-8a9f-33f07079c12e,en,preferred
ESCO:http://data.europa.eu/esco/skill/21dfab2e-f954-49ab-8fb6-18cc98cf10bb:pref_en,geometry,ESCO,http://data.europa.eu/esco/skill/21dfab2e-f954-49ab-8fb6-18cc98cf10bb,en,preferred
ESCO:http://data.europa.eu/esco/skill/21e0cad8-4eef-42be-b18b-0f8e37f0dbd0:pref_en,product life-cycle,ESCO,http://data.europa.eu/esco/skill/21e0cad8-4eef-42be-b18b-0f8e37f0dbd0,en,preferred
ESCO:http://data.europa.eu/esco/skill/21e84b95-0923-480b-87d7-e2f8db0c0f5a:pref_en,create ceramic work by hand,ESCO,http://data.europa.eu/esco/skill/21e84b95-0923-480b-87d7-e2f8db0c0f5a,en,preferred
ESCO:http://data.europa.eu/esco/skill/21ea63c6-6b2a-4381-9e7d-51ddcf3d5f67:pref_en,use stenotype machines,ESCO,http://data.europa.eu/esco/skill/21ea63c6-6b2a-4381-9e7d-51ddcf3d5f67,en,preferred
ESCO:http://data.europa.eu/esco/skill/21fd9112-8abb-4a3d-a933-f84176df97b7:pref_en,inspect hazardous freight in accordance with regulations,ESCO,http://data.europa.eu/esco/skill/21fd9112-8abb-4a3d-a933-f84176df97b7,en,preferred
ESCO:http://data.europa.eu/esco/skill/21fe231d-7063-4227-8cda-765d8ce1cf87:pref_en,inspire enthusiasm for dance,ESCO,http://data.europa.eu/esco/skill/21fe231d-7063-4227-8cda-765d8ce1cf87,en,preferred
ESCO:http://data.europa.eu/esco/skill/21fecc8a-392e-49ce-ac26-fb0696ccfead:pref_en,create project specifications,ESCO,http://data.europa.eu/esco/skill/21fecc8a-392e-49ce-ac26-fb0696ccfead,en,preferred
ESCO:http://data.europa.eu/esco/skill/21ff9798-5ab7-4997-8a29-a5065d739780:pref_en,establish aquarium,ESCO,http://data.europa.eu/esco/skill/21ff9798-5ab7-4997-8a29-a5065d739780,en,preferred
ESCO:http://data.europa.eu/esco/skill/22009da9-5a95-4b71-8c46-e8dcac43620d:pref_en,change over props,ESCO,http://data.europa.eu/esco/skill/22009da9-5a95-4b71-8c46-e8dcac43620d,en,preferred
ESCO:http://data.europa.eu/esco/skill/2200e940-ad43-4828-8727-47c4afcbc351:pref_en,assembling processes and techniques for cemented footwear construction,ESCO,http://data.europa.eu/esco/skill/2200e940-ad43-4828-8727-47c4afcbc351,en,preferred
ESCO:http://data.europa.eu/esco/skill/2203ac44-f4a7-4d34-a55f-1af107415988:pref_en,understand written Punjabi,ESCO,http://data.europa.eu/esco/skill/2203ac44-f4a7-4d34-a55f-1af107415988,en,preferred
ESCO:http://data.europa.eu/esco/skill/2206af0c-3deb-48c5-a544-b9983d347da3:pref_en,answer requests for quotation,ESCO,http://data.europa.eu/esco/skill/2206af0c-3deb-48c5-a544-b9983d347da3,en,preferred
ESCO:http://data.europa.eu/esco/skill/220ab0df-c231-4dc5-9b83-b49b905141fd:pref_en,enable patients to explore artworks,ESCO,http://data.europa.eu/esco/skill/220ab0df-c231-4dc5-9b83-b49b905141fd,en,preferred
ESCO:http://data.europa.eu/esco/skill/22119088-b2ac-4b13-9b3c-5bc01ef3ce72:pref_en,create enamels,ESCO,http://data.europa.eu/esco/skill/22119088-b2ac-4b13-9b3c-5bc01ef3ce72,en,preferred
ESCO:http://data.europa.eu/esco/skill/22134337-8baa-4879-adec-d9cdbc02cc27:pref_en,promote farm products,ESCO,http://data.europa.eu/esco/skill/22134337-8baa-4879-adec-d9cdbc02cc27,en,preferred
ESCO:http://data.europa.eu/esco/skill/221a3714-9a9e-43a4-869e-184bbea5e32d:pref_en,local area tourism industry,ESCO,http://data.europa.eu/esco/skill/221a3714-9a9e-43a4-869e-184bbea5e32d,en,preferred
ESCO:http://data.europa.eu/esco/skill/222137dc-9021-4be8-bb7a-29833e02616a:pref_en,prepare surveying report,ESCO,http://data.europa.eu/esco/skill/222137dc-9021-4be8-bb7a-29833e02616a,en,preferred
ESCO:http://data.europa.eu/esco/skill/22225017-a02e-4171-8775-64c3adc87512:pref_en,automatic meter reading,ESCO,http://data.europa.eu/esco/skill/22225017-a02e-4171-8775-64c3adc87512,en,preferred
ESCO:http://data.europa.eu/esco/skill/2229ed63-543b-4219-b2b1-b45017b370c6:pref_en,clean marble furniture,ESCO,http://data.europa.eu/esco/skill/2229ed63-543b-4219-b2b1-b45017b370c6,en,preferred
ESCO:http://data.europa.eu/esco/skill/222bf50b-6739-48b1-a655-658306c3529f:pref_en,write Romani,ESCO,http://data.europa.eu/esco/skill/222bf50b-6739-48b1-a655-658306c3529f,en,preferred
ESCO:http://data.europa.eu/esco/skill/2234710a-2358-49a2-aa33-b0230a76d39d:pref_en,operate rail grinder,ESCO,http://data.europa.eu/esco/skill/2234710a-2358-49a2-aa33-b0230a76d39d,en,preferred
ESCO:http://data.europa.eu/esco/skill/2234f499-aae9-4a7a-9d41-3aaa5cd98c07:pref_en,plan aquatic resources feeding regimes,ESCO,http://data.europa.eu/esco/skill/2234f499-aae9-4a7a-9d41-3aaa5cd98c07,en,preferred
ESCO:http://data.europa.eu/esco/skill/22382bae-77e8-4229-a68c-032e78e956cb:pref_en,clean vending machines,ESCO,http://data.europa.eu/esco/skill/22382bae-77e8-4229-a68c-032e78e956cb,en,preferred
ESCO:http://data.europa.eu/esco/skill/2239694b-771a-4586-8b54-2794e361a9ae:pref_en,maintain relationship with customers,ESCO,http://data.europa.eu/esco/skill/2239694b-771a-4586-8b54-2794e361a9ae,en,preferred
ESCO:http://data.europa.eu/esco/skill/223dcb57-20cf-4caa-88a3-809df043acbb:pref_en,assist students with their enrolment,ESCO,http://data.europa.eu/esco/skill/223dcb57-20cf-4caa-88a3-809df043acbb,en,preferred
ESCO:http://data.europa.eu/esco/skill/2242a42b-f810-4007-bd9c-e761f863cfd9:pref_en,handle case evidence,ESCO,http://data.europa.eu/esco/skill/2242a42b-f810-4007-bd9c-e761f863cfd9,en,preferred
ESCO:http://data.europa.eu/esco/skill/224423a6-ac6a-4b3e-be7c-e38b41f82116:pref_en,use water navigation devices,ESCO,http://data.europa.eu/esco/skill/224423a6-ac6a-4b3e-be7c-e38b41f82116,en,preferred
ESCO:http://data.europa.eu/esco/skill/2245cba7-fa4f-47b8-a0cb-3a6b60d703ee:pref_en,give advice on personal matters,ESCO,http://data.europa.eu/esco/skill/2245cba7-fa4f-47b8-a0cb-3a6b60d703ee,en,preferred
ESCO:http://data.europa.eu/esco/skill/224ba28f-2024-42aa-8684-15ce482fa9ca:pref_en,tend stamping press,ESCO,http://data.europa.eu/esco/skill/224ba28f-2024-42aa-8684-15ce482fa9ca,en,preferred
ESCO:http://data.europa.eu/esco/skill/2267e532-303d-460c-9acf-56a70ea60c0a:pref_en,city road network,ESCO,http://data.europa.eu/esco/skill/2267e532-303d-460c-9acf-56a70ea60c0a,en,preferred
ESCO:http://data.europa.eu/esco/skill/226bed46-7b67-4dad-9f2f-0c77e381e845:pref_en,special equipment in emergency,ESCO,http://data.europa.eu/esco/skill/226bed46-7b67-4dad-9f2f-0c77e381e845,en,preferred
ESCO:http://data.europa.eu/esco/skill/226e5d40-e28c-46c2-b338-9d1c05e46198:pref_en,observe products' behaviour under processing conditions,ESCO,http://data.europa.eu/esco/skill/226e5d40-e28c-46c2-b338-9d1c05e46198,en,preferred
ESCO:http://data.europa.eu/esco/skill/2274827b-eeb5-457d-a60f-a3c04aedbc19:pref_en,manage distribution of destination promotional materials,ESCO,http://data.europa.eu/esco/skill/2274827b-eeb5-457d-a60f-a3c04aedbc19,en,preferred
ESCO:http://data.europa.eu/esco/skill/227accd5-5e70-4cc3-8f1c-3f7b52eb6848:pref_en,interact verbally in Arabic,ESCO,http://data.europa.eu/esco/skill/227accd5-5e70-4cc3-8f1c-3f7b52eb6848,en,preferred
ESCO:http://data.europa.eu/esco/skill/227b7275-5220-4349-b187-01facf00b042:pref_en,hire background musicians,ESCO,http://data.europa.eu/esco/skill/227b7275-5220-4349-b187-01facf00b042,en,preferred
ESCO:http://data.europa.eu/esco/skill/227b9d79-b9af-4757-ae91-2532434f15ac:pref_en,create new fight sequences,ESCO,http://data.europa.eu/esco/skill/227b9d79-b9af-4757-ae91-2532434f15ac,en,preferred
ESCO:http://data.europa.eu/esco/skill/2284d858-5836-48c6-8c70-86bf2b62e462:pref_en,toys and games industry,ESCO,http://data.europa.eu/esco/skill/2284d858-5836-48c6-8c70-86bf2b62e462,en,preferred
ESCO:http://data.europa.eu/esco/skill/228f21a6-3b2c-40d5-bcea-ba7b1fdf92d2:pref_en,oversee shipment routing,ESCO,http://data.europa.eu/esco/skill/228f21a6-3b2c-40d5-bcea-ba7b1fdf92d2,en,preferred
ESCO:http://data.europa.eu/esco/skill/22902bf9-cc3f-495b-811a-c441e28e23f6:pref_en,manage project information,ESCO,http://data.europa.eu/esco/skill/22902bf9-cc3f-495b-811a-c441e28e23f6,en,preferred
ESCO:http://data.europa.eu/esco/skill/229b10cf-6f3a-490c-9706-01c107df0562:pref_en,facilitate teamwork between students,ESCO,http://data.europa.eu/esco/skill/229b10cf-6f3a-490c-9706-01c107df0562,en,preferred
ESCO:http://data.europa.eu/esco/skill/22a173f5-868c-4d82-87e6-beed500ce070:pref_en,prepare tax returns forms,ESCO,http://data.europa.eu/esco/skill/22a173f5-868c-4d82-87e6-beed500ce070,en,preferred
ESCO:http://data.europa.eu/esco/skill/22a1cbbd-58fd-4fda-99f0-e91b688788d8:pref_en,lead a team in fishery services,ESCO,http://data.europa.eu/esco/skill/22a1cbbd-58fd-4fda-99f0-e91b688788d8,en,preferred
ESCO:http://data.europa.eu/esco/skill/22a40965-a2c7-43c4-853e-e0fd412383bd:pref_en,chemical preservation,ESCO,http://data.europa.eu/esco/skill/22a40965-a2c7-43c4-853e-e0fd412383bd,en,preferred
ESCO:http://data.europa.eu/esco/skill/22b11b01-ccf8-4745-9738-4fc8526ad073:pref_en,use heat gun,ESCO,http://data.europa.eu/esco/skill/22b11b01-ccf8-4745-9738-4fc8526ad073,en,preferred
ESCO:http://data.europa.eu/esco/skill/22b8039c-c890-4610-9228-5527e3b98f12:pref_en,set quality assurance objectives,ESCO,http://data.europa.eu/esco/skill/22b8039c-c890-4610-9228-5527e3b98f12,en,preferred
ESCO:http://data.europa.eu/esco/skill/22c2af9e-ba0d-4cee-abb6-b6dbef006cd5:pref_en,motivate employees,ESCO,http://data.europa.eu/esco/skill/22c2af9e-ba0d-4cee-abb6-b6dbef006cd5,en,preferred
ESCO:http://data.europa.eu/esco/skill/22c3b4ff-e2e0-4b40-8f3d-17788c0df295:pref_en,assist in developing marketing campaigns,ESCO,http://data.europa.eu/esco/skill/22c3b4ff-e2e0-4b40-8f3d-17788c0df295,en,preferred
ESCO:http://data.europa.eu/esco/skill/22c45bf7-e52b-475f-847b-c32a87f65a5d:pref_en,circular economy,ESCO,http://data.europa.eu/esco/skill/22c45bf7-e52b-475f-847b-c32a87f65a5d,en,preferred
ESCO:http://data.europa.eu/esco/skill/22ca7fdd-f6e0-473a-b797-a8ac955a319a:pref_en,comply with railway safety standards,ESCO,http://data.europa.eu/esco/skill/22ca7fdd-f6e0-473a-b797-a8ac955a319a,en,preferred
ESCO:http://data.europa.eu/esco/skill/22cbb90f-0bf1-4c30-98c0-7c9749b4e08d:pref_en,analyse theatre texts,ESCO,http://data.europa.eu/esco/skill/22cbb90f-0bf1-4c30-98c0-7c9749b4e08d,en,preferred
ESCO:http://data.europa.eu/esco/skill/22d363fa-45c0-46fd-a68d-e90182ae9791:pref_en,evaluate psychological health measures,ESCO,http://data.europa.eu/esco/skill/22d363fa-45c0-46fd-a68d-e90182ae9791,en,preferred
ESCO:http://data.europa.eu/esco/skill/22d69f7d-cbbf-4098-a5a8-a1b2f73cafb0:pref_en,inspect overhead power lines,ESCO,http://data.europa.eu/esco/skill/22d69f7d-cbbf-4098-a5a8-a1b2f73cafb0,en,preferred
ESCO:http://data.europa.eu/esco/skill/22e08173-7321-49b6-b229-75bff9d9d5ea:pref_en,control open-fire kettles,ESCO,http://data.europa.eu/esco/skill/22e08173-7321-49b6-b229-75bff9d9d5ea,en,preferred
ESCO:http://data.europa.eu/esco/skill/22f9d9a9-404b-4de7-8467-5ae8ff4b8676:pref_en,watch for maritime navigation aids,ESCO,http://data.europa.eu/esco/skill/22f9d9a9-404b-4de7-8467-5ae8ff4b8676,en,preferred
ESCO:http://data.europa.eu/esco/skill/22fedbdc-8103-4ade-9c83-f0f861c8b900:pref_en,maintain forest inventory,ESCO,http://data.europa.eu/esco/skill/22fedbdc-8103-4ade-9c83-f0f861c8b900,en,preferred
